Ação,Título,URL,Data,Horário,Sentimento antes PLN,Sentimento depois PLN,Preço anterior,Preço,Preço Posterior 
MGLU3.SA,Ex-donos do Kabum ameaçam com ação e Magalu diz que vai revidar,https://br.investing.com/news/stock-market-news/exdonos-do-kabum-ameacam-com-acao-e-magalu-diz-que-vai-revidar-1150190,2023-08-29,05:14,-0.8658,-0.1779,2.93,2.93,2.92
MGLU3.SA,"Ações: BRF, Embraer e Tim lideram altas do Ibovespa; índice sobe",https://br.investing.com/news/stock-market-news/acoes-brf-embraer-e-tim-lideram-altas-do-ibovespa-indice-sobe-1150251,2023-08-29,10:31,-0.6081,0.7717,2.93,2.93,2.92
MGLU3.SA,"Ações: Natura, Magalu e Embraer lideram altas do Ibovespa; índice sobe",https://br.investing.com/news/stock-market-news/acoes-natura-magalu-e-embraer-lideram-altas-do-ibovespa-indice-sobe-1149800,2023-08-28,10:27,-0.296,-0.3612,2.92,2.93,2.93
MGLU3.SA,Cinco marketplaces detêm quase 80% das vendas online no país,https://br.investing.com/news/economy/cinco-marketplaces-detem-quase-80-das-vendas-online-no-pais-1146773,2023-08-18,05:38,-0.9001,0.5859,2.82,3.0,3.05
MGLU3.SA,"Ibovespa tem 13ª perda seguida, recorde na série histórica iniciada em 1968",https://br.investing.com/news/stock-market-news/ibovespa-tem-13a-perda-seguida-recorde-na-serie-historica-iniciada-em-1968-1146625,2023-08-17,14:47,-0.9859,0.0,2.97,2.82,3.0
MGLU3.SA,Ibovespa fecha em queda pelo 13º pregão e amplia sequência negativa histórica,https://br.investing.com/news/stock-market-news/ibovespa-fecha-em-queda-pelo-13o-pregao-e-amplia-sequencia-negativa-historica-1146592,2023-08-17,17:05,-0.9413,0.6808,2.97,2.82,3.0
MGLU3.SA,Ibovespa busca quebrar série de quedas com ajuda de Vale,https://br.investing.com/news/stock-market-news/ibovespa-busca-quebrar-serie-de-quedas-com-ajuda-de-vale-1146396,2023-08-17,10:15,-0.743,0.8074,2.97,2.82,3.0
MGLU3.SA,"Ibovespa tem pior série desde 1970, com 12ª perda seguida",https://br.investing.com/news/stock-market-news/ibovespa-tem-pior-serie-desde-1970-com-12a-perda-seguida-1146167,2023-08-16,14:58,-0.9859,0.0,2.77,2.97,2.82
MGLU3.SA,Magazine Luiza vê vendas no 2º semestre melhores que primeira metade do ano,https://br.investing.com/news/stock-market-news/magazine-luiza-ve-vendas-no-2o-semestre-melhores-que-primeira-metade-do-ano-1145584,2023-08-15,16:11,-0.8402,0.0,2.84,2.77,2.97
MGLU3.SA,Magazine Luiza (MGLU3): Mercado reage mal a mais um prejuízo de Magalu,https://br.investing.com/news/stock-market-news/magazine-luiza-mglu3-mercado-reage-mal-a-mais-um-prejuizo-de-magalu-1145443,2023-08-15,11:27,-0.0346,0.6369,2.84,2.77,2.97
MGLU3.SA,Ibovespa fecha em queda pelo 11º pregão com noticiário corporativo robusto e exterior desfavorável,https://br.investing.com/news/stock-market-news/ibovespa-fecha-em-queda-pelo-11o-pregao-com-noticiario-corporativo-robusto-e-exterior-desfavoravel-1145622,2023-08-15,17:10,-0.9908,0.1027,2.84,2.77,2.97
MGLU3.SA,Fique por dentro das 5 principais notícias do mercado desta terça-feira,https://br.investing.com/news/economy/fique-por-dentro-das-5-principais-noticias-do-mercado-desta-tercafeira-1145285,2023-08-15,06:32,-0.9834,0.296,2.84,2.77,2.97
MGLU3.SA,Ibovespa perde fôlego em dia de noticiário corporativo intenso e exterior desfavorável,https://br.investing.com/news/stock-market-news/ibovespa-perde-folego-em-dia-de-noticiario-corporativo-intenso-e-exterior-desfavoravel-1145390,2023-08-15,10:07,-0.981,0.0,2.84,2.77,2.97
