Ação,Título,URL,Data,Horário,Sentimento antes PLN,Sentimento depois PLN,Preço anterior,Preço,Preço Posterior 
JBSS3.SA,"Em dia de agenda forte, Ibovespa sobe 1,46%, aos 118,3 mil pontos",https://br.investing.com/news/stock-market-news/em-dia-de-agenda-forte-ibovespa-sobe-146-aos-1183-mil-pontos-1127310,2023-06-30,05:00,-0.9758,0.0,17.43,17.46,17.61
JBSS3.SA,Day Trade na B3: O que comprar e vender nesta quinta-feira,https://br.investing.com/news/general/day-trade-na-b3-o-que-comprar-e-vender-nesta-quintafeira-1124672,2023-06-21,21:54,-0.9081,-0.9081,19.34,18.89,18.78
JBSS3.SA,Petrobras leva Ibovespa a 120 mil pontos pela 1ª vez desde abril de 2022,https://br.investing.com/news/stock-market-news/petrobras-leva-ibovespa-a-120-mil-pontos-pela-1a-vez-desde-abril-de-2022-1124604,2023-06-22,05:00,-0.7783,0.0,18.89,18.78,17.18
JBSS3.SA,"Ibovespa fecha em queda de 0,20% por temor com desaceleração da China",https://br.investing.com/news/stock-market-news/ibovespa-fecha-em-queda-de-020-por-temor-com-desaceleracao-da-china-1124153,2023-06-21,05:00,-0.9153,-0.3818,19.34,18.89,18.78
JBSS3.SA,"JBS (JBSS3) vai pagar R$2,2 bilhões em dividendos intermediários; ações sobem",https://br.investing.com/news/stock-market-news/jbs-jbss3-vai-pagar-r22-bilhoes-em-dividendos-intermediarios-acoes-sobem-1123887,2023-06-20,10:16,-0.7088,0.0,18.57,19.34,18.89
JBSS3.SA,Ibovespa fecha com queda discreta em dia de ajustes à espera do BC,https://br.investing.com/news/stock-market-news/ibovespa-fecha-com-queda-discreta-em-dia-de-ajustes-a-espera-do-bc-1124113,2023-06-20,17:24,-0.9776,0.0,18.57,19.34,18.89
JBSS3.SA,Ibovespa renova pico do ano com expectativa por corte da Selic em agosto,https://br.investing.com/news/stock-market-news/ibovespa-renova-pico-do-ano-com-expectativa-por-corte-da-selic-em-agosto-1123721,2023-06-20,05:00,-0.9153,-0.3818,18.57,19.34,18.89
JBSS3.SA,JBS (JBSS3) dispara 4% após aporte de R$800 milhões em unidade no MT,https://br.investing.com/news/stock-market-news/jbs-jbss3-dispara-4-apos-aporte-de-r800-milhoes-em-unidade-no-mt-1123591,2023-06-19,12:12,-0.8807,0.0,17.88,18.57,19.34
JBSS3.SA,Ibovespa encosta em 120 mil pontos com apoio de estrangeiros e apostas sobre Selic,https://br.investing.com/news/stock-market-news/ibovespa-encosta-em-120-mil-pontos-com-apoio-de-estrangeiros-e-apostas-sobre-selic-1123690,2023-06-19,17:06,-0.9217,0.3818,17.88,18.57,19.34
JBSS3.SA,"Após um ciberataque, ações de empresas caem 7,5% em média, alerta SDL",https://br.investing.com/news/stock-market-news/apos-um-ciberataque-acoes-de-empresas-caem-75-em-media-alerta-sdl-1123669,2023-06-19,15:59,-0.891,0.2023,17.88,18.57,19.34
